Entity	Code	Year	Homicide rate per 100,000 population - Both sexes - All ages
Afghanistan	AFG	2009	4.071527
Afghanistan	AFG	2010	3.487093
Afghanistan	AFG	2011	4.208668
Afghanistan	AFG	2012	6.393913
Afghanistan	AFG	2015	9.975262
Afghanistan	AFG	2016	6.692419
Afghanistan	AFG	2017	6.800695
Afghanistan	AFG	2018	6.743573
Afghanistan	AFG	2019	7.180397
Afghanistan	AFG	2020	6.594439
Afghanistan	AFG	2021	4.022498
Africa (UN)		2000	13.64595
Africa (UN)		2001	13.58939
Africa (UN)		2002	13.52475
Africa (UN)		2003	13.096
Africa (UN)		2004	12.85043
Africa (UN)		2005	12.70913
Africa (UN)		2006	12.75915
Africa (UN)		2007	12.55536
Africa (UN)		2008	12.49826
Africa (UN)		2009	12.34263
Africa (UN)		2010	12.2265
Africa (UN)		2011	12.29062
Africa (UN)		2012	12.34045
Africa (UN)		2013	12.35968
Africa (UN)		2014	12.48355
Africa (UN)		2015	12.36655
Africa (UN)		2016	12.33479
Africa (UN)		2017	12.51506
Africa (UN)		2018	12.31769
Africa (UN)		2019	12.31371
Africa (UN)		2020	12.0667
Africa (UN)		2021	12.65576
Albania	ALB	1992	3.934936
Albania	ALB	1993	5.786633
Albania	ALB	1994	3.400123
Albania	ALB	1995	7.88585
Albania	ALB	1996	8.314658
Albania	ALB	1997	40.99924
Albania	ALB	1998	20.41968
Albania	ALB	1999	16.5822
Albania	ALB	2000	4.116881
Albania	ALB	2001	6.976128
Albania	ALB	2002	6.915206
Albania	ALB	2003	5.366973
Albania	ALB	2004	4.27738
Albania	ALB	2005	5.078094
Albania	ALB	2006	3.163096
Albania	ALB	2007	3.528127
Albania	ALB	2008	3.150739
Albania	ALB	2009	2.900488
Albania	ALB	2010	4.084576
Albania	ALB	2011	4.895448
Albania	ALB	2012	5.428407
Albania	ALB	2013	4.295095
Albania	ALB	2014	4.64616
Albania	ALB	2015	2.22031
Albania	ALB	2016	2.742044
Albania	ALB	2017	2.01434
Albania	ALB	2018	2.294046
Albania	ALB	2019	2.261748
Albania	ALB	2020	2.127772
Albania	ALB	2021	2.311969
Algeria	DZA	2006	0.933152
Algeria	DZA	2007	0.797438
Algeria	DZA	2008	0.948811
Algeria	DZA	2009	0.78702
Algeria	DZA	2010	0.708382
Algeria	DZA	2011	0.766209
Algeria	DZA	2012	1.403629
Algeria	DZA	2013	1.263137
Algeria	DZA	2014	1.488642
Algeria	DZA	2015	1.38077
Algeria	DZA	2016	1.343602
Algeria	DZA	2017	1.273807
Algeria	DZA	2018	1.354735
Algeria	DZA	2019	1.215304
Algeria	DZA	2020	1.505121
Algeria	DZA	2021	1.573182
American Samoa	ASM	2001	1.71456
American Samoa	ASM	2002	12.03225
American Samoa	ASM	2003	5.177725
American Samoa	ASM	2004	6.941371
American Samoa	ASM	2005	10.47962
American Samoa	ASM	2006	7.037607
American Samoa	ASM	2007	1.7736
American Samoa	ASM	2008	5.367639
American Samoa	ASM	2009	3.612325
American Samoa	ASM	2010	9.115853
American Samoa	ASM	2011	9.206408
American Samoa	ASM	2012	3.724984
American Samoa	ASM	2013	5.660912
American Samoa	ASM	2014	5.74531
American Samoa	ASM	2015	7.786949
American Samoa	ASM	2016	0
American Samoa	ASM	2017	14.15199
American Samoa	ASM	2018	26.84619
American Samoa	ASM	2019	0
Americas (UN)		2000	15.4731
Americas (UN)		2001	16.23082
Americas (UN)		2002	16.26652
Americas (UN)		2003	16.09176
Americas (UN)		2004	15.0665
Americas (UN)		2005	14.7924
Americas (UN)		2006	15.03404
Americas (UN)		2007	14.63941
Americas (UN)		2008	15.58024
Americas (UN)		2009	16.30744
Americas (UN)		2010	16.61917
Americas (UN)		2011	16.89151
Americas (UN)		2012	17.01111
Americas (UN)		2013	16.4981
Americas (UN)		2014	16.234
Americas (UN)		2015	15.9623
Americas (UN)		2016	16.67774
Americas (UN)		2017	16.95526
Americas (UN)		2018	16.38063
Americas (UN)		2019	15.09908
Americas (UN)		2020	15.07884
Americas (UN)		2021	14.96415
Andorra	AND	2004	1.299824
Andorra	AND	2007	0
Andorra	AND	2008	1.314838
Andorra	AND	2009	0
Andorra	AND	2010	0
Andorra	AND	2011	1.417083
Andorra	AND	2012	0
Andorra	AND	2013	0
Andorra	AND	2014	0
Andorra	AND	2015	0
Andorra	AND	2020	2.574003
Angola	AGO	2011	4.348881
Angola	AGO	2012	4.83161
Angola	AGO	2015	4.458235
Angola	AGO	2016	4.102248
Anguilla	AIA	1990	0
Anguilla	AIA	1991	11.60564
Anguilla	AIA	1992	0
Anguilla	AIA	1993	10.96311
Anguilla	AIA	1994	0
Anguilla	AIA	1995	10.41612
Anguilla	AIA	1996	0
Anguilla	AIA	1997	9.870207
Anguilla	AIA	1998	0
Anguilla	AIA	1999	0
Anguilla	AIA	2000	9.051822
Anguilla	AIA	2001	0
Anguilla	AIA	2002	17.30029
Anguilla	AIA	2003	17.02997
Anguilla	AIA	2004	8.37942
Anguilla	AIA	2005	0
Anguilla	AIA	2006	40.56795
Anguilla	AIA	2007	31.9374
Anguilla	AIA	2008	7.855151
Anguilla	AIA	2009	7.724394
Anguilla	AIA	2010	0
Anguilla	AIA	2011	0
Anguilla	AIA	2012	37.16091
Anguilla	AIA	2013	7.29927
Anguilla	AIA	2014	28.32761
Antigua and Barbuda	ATG	1990	1.57908
Antigua and Barbuda	ATG	1991	4.714461
Antigua and Barbuda	ATG	1992	3.09315
Antigua and Barbuda	ATG	1993	6.075934
Antigua and Barbuda	ATG	1994	7.454676
Antigua and Barbuda	ATG	1995	10.23422
Antigua and Barbuda	ATG	1996	4.298118
Antigua and Barbuda	ATG	1997	1.404149
Antigua and Barbuda	ATG	2000	6.661781
Antigua and Barbuda	ATG	2001	9.184544
Antigua and Barbuda	ATG	2002	6.477103
Antigua and Barbuda	ATG	2003	6.40414
Antigua and Barbuda	ATG	2004	5.067075
Antigua and Barbuda	ATG	2005	3.756151
Antigua and Barbuda	ATG	2006	13.59779
Antigua and Barbuda	ATG	2007	20.72779
Antigua and Barbuda	ATG	2008	19.21899
Antigua and Barbuda	ATG	2009	18.92741
Antigua and Barbuda	ATG	2010	7.001576
Antigua and Barbuda	ATG	2012	11.40589
Antigua and Barbuda	ATG	2017	21.94932
Antigua and Barbuda	ATG	2018	13.09679
Antigua and Barbuda	ATG	2019	3.256746
Antigua and Barbuda	ATG	2020	9.71251
Antigua and Barbuda	ATG	2021	17.16379
Argentina	ARG	2001	8.348343
Argentina	ARG	2002	9.423247
Argentina	ARG	2003	7.751155
Argentina	ARG	2004	6.046219
Argentina	ARG	2005	5.625728
Argentina	ARG	2006	5.347438
Argentina	ARG	2007	5.364114
Argentina	ARG	2008	5.887207
Argentina	ARG	2009	6.493899
Argentina	ARG	2010	5.800469
Argentina	ARG	2011	6.04758
Argentina	ARG	2012	6.311921
Argentina	ARG	2013	7.247288
Argentina	ARG	2014	7.53782
Argentina	ARG	2015	6.558466
Argentina	ARG	2016	6.011234
Argentina	ARG	2017	5.259381
Argentina	ARG	2018	5.367726
Argentina	ARG	2019	5.155823
Argentina	ARG	2020	5.366814
Argentina	ARG	2021	4.622679
Armenia	ARM	1990	5.004865
Armenia	ARM	1991	5.141486
Armenia	ARM	1992	8.53253
Armenia	ARM	1993	7.751603
Armenia	ARM	1994	4.653626
Armenia	ARM	1995	3.49105
Armenia	ARM	1996	3.4557
Armenia	ARM	1997	3.056778
Armenia	ARM	1998	2.869883
Armenia	ARM	1999	2.807211
Armenia	ARM	2000	2.872
Armenia	ARM	2001	2.80869
Armenia	ARM	2002	2.222195
Armenia	ARM	2004	2.707336
Armenia	ARM	2005	1.903358
Armenia	ARM	2006	2.610287
Armenia	ARM	2007	2.562914
Armenia	ARM	2008	3.251302
Armenia	ARM	2009	3.272277
Armenia	ARM	2010	1.900694
Armenia	ARM	2011	2.424055
Armenia	ARM	2012	2.230289
Armenia	ARM	2013	2.171377
Armenia	ARM	2014	2.49141
Armenia	ARM	2015	2.605438
Armenia	ARM	2016	3.035765
Armenia	ARM	2017	2.454484
Armenia	ARM	2018	1.7627
Armenia	ARM	2019	2.5881
Armenia	ARM	2020	1.85343
Armenia	ARM	2021	2.185617
Aruba	ABW	1990	0
Aruba	ABW	1995	7.787151
Aruba	ABW	1999	2.30237
Aruba	ABW	2001	4.410605
Aruba	ABW	2002	5.447751
Aruba	ABW	2003	4.314948
Aruba	ABW	2004	2.138134
Aruba	ABW	2005	6.350349
Aruba	ABW	2006	5.22977
Aruba	ABW	2007	3.09959
Aruba	ABW	2008	5.102249
Aruba	ABW	2009	4.03177
Aruba	ABW	2010	3.986387
Aruba	ABW	2011	1.974568
Aruba	ABW	2012	3.917286
Aruba	ABW	2013	5.832037
Aruba	ABW	2014	1.930614
Asia (UN)		2000	3.368876
Asia (UN)		2001	3.286139
Asia (UN)		2002	3.198746
Asia (UN)		2003	3.110312
Asia (UN)		2004	3.107054
Asia (UN)		2005	2.965785
Asia (UN)		2006	2.875808
Asia (UN)		2007	2.809733
Asia (UN)		2008	2.775212
Asia (UN)		2009	2.742076
Asia (UN)		2010	2.678217
Asia (UN)		2011	2.721148
Asia (UN)		2012	2.703008
Asia (UN)		2013	2.636866
Asia (UN)		2014	2.608817
Asia (UN)		2015	2.397536
Asia (UN)		2016	2.315362
Asia (UN)		2017	2.188913
Asia (UN)		2018	2.102965
Asia (UN)		2019	2.037763
Asia (UN)		2020	2.017824
Asia (UN)		2021	2.327699
Australia	AUS	1990	2.193806
Australia	AUS	1991	1.968608
Australia	AUS	1992	1.723693
Australia	AUS	1993	1.888664
Australia	AUS	1994	1.797197
Australia	AUS	1995	1.977448
Australia	AUS	1996	1.94379
Australia	AUS	1997	1.977159
Australia	AUS	1998	1.795538
Australia	AUS	1999	2.047775
Australia	AUS	2000	1.903464
Australia	AUS	2001	1.802771
Australia	AUS	2002	1.879251
Australia	AUS	2003	1.533073
Australia	AUS	2004	1.319946
Australia	AUS	2005	1.283975
Australia	AUS	2006	1.37294
Australia	AUS	2007	1.224147
Australia	AUS	2008	1.228358
Australia	AUS	2009	1.21417
Australia	AUS	2010	1.049086
Australia	AUS	2011	1.109271
Australia	AUS	2012	1.069106
Australia	AUS	2013	1.060065
Australia	AUS	2014	1.035383
Australia	AUS	2015	0.990754
Australia	AUS	2016	0.938183
Australia	AUS	2017	0.845861
Australia	AUS	2018	0.884735
Australia	AUS	2019	0.887323
Australia	AUS	2020	0.860925
Australia	AUS	2021	0.744567
Austria	AUT	1990	1.159046
Austria	AUT	1991	1.328066
Austria	AUT	1992	1.237116
Austria	AUT	1993	1.011982
Austria	AUT	1994	1.10896
Austria	AUT	1995	0.981466
Austria	AUT	1996	1.244025
Austria	AUT	1997	0.828408
Austria	AUT	1998	0.965413
Austria	AUT	1999	0.750809
Austria	AUT	2000	1.023666
Austria	AUT	2001	0.870687
Austria	AUT	2002	0.804556
Austria	AUT	2003	0.615756
Austria	AUT	2004	0.722047
Austria	AUT	2005	0.656373
Austria	AUT	2006	0.737805
Austria	AUT	2007	0.542514
Austria	AUT	2008	0.697021
Austria	AUT	2009	0.611296
Austria	AUT	2010	0.729418
Austria	AUT	2011	0.917628
Austria	AUT	2012	0.960896
Austria	AUT	2013	0.719379
Austria	AUT	2014	0.491454
Austria	AUT	2015	0.509117
Austria	AUT	2016	0.618097
Austria	AUT	2017	0.795681
Austria	AUT	2018	0.972794
Austria	AUT	2019	0.867123
Austria	AUT	2020	0.729699
Austria	AUT	2021	0.72853
Azerbaijan	AZE	1990	4.429285
Azerbaijan	AZE	1991	4.735837
Azerbaijan	AZE	1992	7.378975
Azerbaijan	AZE	1993	6.175625
Azerbaijan	AZE	1994	6.379541
Azerbaijan	AZE	1995	5.615179
Azerbaijan	AZE	1996	5.032015
Azerbaijan	AZE	1997	3.549973
Azerbaijan	AZE	1998	3.482113
Azerbaijan	AZE	1999	2.98712
Azerbaijan	AZE	2000	2.759349
Azerbaijan	AZE	2001	2.632207
Azerbaijan	AZE	2002	2.532212
Azerbaijan	AZE	2007	2.128759
Azerbaijan	AZE	2008	2.133405
Azerbaijan	AZE	2010	2.230112
Azerbaijan	AZE	2011	2.254511
Azerbaijan	AZE	2012	2.129549
Azerbaijan	AZE	2013	2.298617
Azerbaijan	AZE	2014	2.42253
Azerbaijan	AZE	2015	2.139205
Azerbaijan	AZE	2016	1.694024
Azerbaijan	AZE	2017	1.807067
Azerbaijan	AZE	2018	1.940405
Azerbaijan	AZE	2019	1.641787
Azerbaijan	AZE	2020	2.236277
Azerbaijan	AZE	2021	1.910212
Bahamas	BHS	1990	16.62486
Bahamas	BHS	1991	10.14282
Bahamas	BHS	1992	14.54043
Bahamas	BHS	1993	12.14584
Bahamas	BHS	1994	17.68728
Bahamas	BHS	1995	13.35319
Bahamas	BHS	1996	16.72501
Bahamas	BHS	1997	14.83055
Bahamas	BHS	2000	22.76825
Bahamas	BHS	2001	13.04509
Bahamas	BHS	2002	15.56877
Bahamas	BHS	2003	14.77146
Bahamas	BHS	2004	12.82464
Bahamas	BHS	2005	14.95095
Bahamas	BHS	2006	17.29689
Bahamas	BHS	2007	21.80803
Bahamas	BHS	2008	20.12156
Bahamas	BHS	2009	23.63767
Bahamas	BHS	2010	25.18271
Bahamas	BHS	2011	33.60233
Bahamas	BHS	2012	28.79121
Bahamas	BHS	2013	30.857
Bahamas	BHS	2014	31.35191
Bahamas	BHS	2015	37.17875
Bahamas	BHS	2016	28.03197
Bahamas	BHS	2017	30.57491
Bahamas	BHS	2018	22.64208
Bahamas	BHS	2019	23.48248
Bahamas	BHS	2020	17.95944
Bahamas	BHS	2021	29.17342
Bahrain	BHR	1995	0.815749
Bahrain	BHR	1996	1.26431
Bahrain	BHR	1997	0.91934
Bahrain	BHR	2001	1.232443
Bahrain	BHR	2002	1.069055
Bahrain	BHR	2007	0.384419
Bahrain	BHR	2008	0.540373
Bahrain	BHR	2009	1.102206
Bahrain	BHR	2010	0.164793
Bahrain	BHR	2011	0.990036
Bahrain	BHR	2012	0.73473
Bahrain	BHR	2013	0.871858
Bahrain	BHR	2014	0.686428
Bahrain	BHR	2015	0.220241
Bahrain	BHR	2016	0.283756
Bahrain	BHR	2017	0.411852
Bahrain	BHR	2018	0.336171
Bahrain	BHR	2019	0.267704
Bahrain	BHR	2020	0
Bahrain	BHR	2021	0.06834
Bangladesh	BGD	2000	2.587595
Bangladesh	BGD	2001	2.793337
Bangladesh	BGD	2002	2.611454
Bangladesh	BGD	2003	2.542797
Bangladesh	BGD	2004	2.811447
Bangladesh	BGD	2005	2.549098
Bangladesh	BGD	2006	2.920868
Bangladesh	BGD	2007	2.680109
Bangladesh	BGD	2008	2.818707
Bangladesh	BGD	2009	2.875804
Bangladesh	BGD	2010	2.687492
Bangladesh	BGD	2011	2.640286
Bangladesh	BGD	2012	2.704966
Bangladesh	BGD	2013	2.852039
Bangladesh	BGD	2014	2.894308
Bangladesh	BGD	2015	2.556548
Bangladesh	BGD	2016	2.247401
Bangladesh	BGD	2017	2.193531
Bangladesh	BGD	2018	2.339875
Barbados	BRB	1990	13.13411
Barbados	BRB	1991	8.095543
Barbados	BRB	1992	8.454628
Barbados	BRB	1993	8.046116
Barbados	BRB	1994	7.642003
Barbados	BRB	1995	6.481042
Barbados	BRB	1998	7.586059
Barbados	BRB	1999	8.706532
Barbados	BRB	2000	7.556951
Barbados	BRB	2001	9.420578
Barbados	BRB	2002	9.382447
Barbados	BRB	2003	12.33649
Barbados	BRB	2004	8.193516
Barbados	BRB	2005	10.76159
Barbados	BRB	2006	12.94257
Barbados	BRB	2007	9.210003
Barbados	BRB	2008	8.436173
Barbados	BRB	2009	6.939587
Barbados	BRB	2010	11.28459
Barbados	BRB	2011	9.800843
Barbados	BRB	2012	7.965315
Barbados	BRB	2013	8.668485
Barbados	BRB	2014	9.009236
Barbados	BRB	2015	11.14775
Barbados	BRB	2016	7.895237
Barbados	BRB	2017	10.74549
Barbados	BRB	2018	10.01114
Barbados	BRB	2019	17.13187
Barbados	BRB	2020	14.60671
Barbados	BRB	2021	11.37982
Belarus	BLR	1990	4.871254
Belarus	BLR	1991	4.44652
Belarus	BLR	1992	5.670153
Belarus	BLR	1993	7.213408
Belarus	BLR	1994	7.913783
Belarus	BLR	1995	9.176332
Belarus	BLR	1996	9.29434
Belarus	BLR	1997	9.816436
Belarus	BLR	1998	10.00245
Belarus	BLR	1999	9.448712
Belarus	BLR	2000	9.87668
Belarus	BLR	2001	9.498875
Belarus	BLR	2002	9.757891
Belarus	BLR	2007	6.604935
Belarus	BLR	2008	5.639659
Belarus	BLR	2009	4.990926
Belarus	BLR	2010	4.12067
Belarus	BLR	2011	3.842595
Belarus	BLR	2012	3.507415
Belarus	BLR	2013	3.43613
Belarus	BLR	2014	3.507418
Belarus	BLR	2015	3.360614
Belarus	BLR	2016	3.162304
Belarus	BLR	2017	2.47222
Belarus	BLR	2018	2.330961
Belarus	BLR	2019	2.325829
Belgium	BEL	1990	1.040931
Belgium	BEL	1991	1.023646
Belgium	BEL	1992	1.207521
Belgium	BEL	1993	1.440788
Belgium	BEL	1994	1.191755
Belgium	BEL	1995	1.406609
Belgium	BEL	1996	1.185393
Belgium	BEL	1997	1.427886
Belgium	BEL	2000	2.065403
Belgium	BEL	2001	2.735406
Belgium	BEL	2002	3.080468
Belgium	BEL	2021	1.076526
Belize	BLZ	2000	17.05448
Belize	BLZ	2001	25.7961
Belize	BLZ	2002	33.9861
Belize	BLZ	2003	25.37898
Belize	BLZ	2004	29.0304
Belize	BLZ	2005	28.88988
Belize	BLZ	2006	31.86373
Belize	BLZ	2007	32.64087
Belize	BLZ	2008	33.6963
Belize	BLZ	2009	30.87495
Belize	BLZ	2010	40.04887
Belize	BLZ	2011	37.62849
Belize	BLZ	2012	43.01918
Belize	BLZ	2013	28.72167
Belize	BLZ	2014	34.90996
Belize	BLZ	2015	33.06741
Belize	BLZ	2016	37.57019
Belize	BLZ	2017	37.89764
Belize	BLZ	2018	37.42809
Belize	BLZ	2019	34.43889
Belize	BLZ	2020	25.82798
Belize	BLZ	2021	31.24758
Bermuda	BMU	1990	1.740038
Bermuda	BMU	1991	5.183675
Bermuda	BMU	1992	1.714604
Bermuda	BMU	1993	5.107296
Bermuda	BMU	1994	10.15031
Bermuda	BMU	1996	6.684436
Bermuda	BMU	1997	3.32077
Bermuda	BMU	1998	0
Bermuda	BMU	1999	3.279683
Bermuda	BMU	2000	0
Bermuda	BMU	2001	4.857277
Bermuda	BMU	2002	1.609282
Bermuda	BMU	2003	3.201665
Bermuda	BMU	2004	1.593867
Bermuda	BMU	2005	3.176696
Bermuda	BMU	2006	4.755828
Bermuda	BMU	2007	4.75018
Bermuda	BMU	2008	7.904201
Bermuda	BMU	2009	9.470669
Bermuda	BMU	2010	11.03283
Bermuda	BMU	2011	12.59188
Bermuda	BMU	2012	9.439825
Bermuda	BMU	2013	7.873272
Bermuda	BMU	2014	6.31363
Bermuda	BMU	2015	6.334727
Bermuda	BMU	2016	12.68472
Bermuda	BMU	2017	7.902015
Bermuda	BMU	2019	0
Bermuda	BMU	2020	10.93229
Bermuda	BMU	2021	10.90598
Bhutan	BTN	1990	3.581393
Bhutan	BTN	1991	2.113755
Bhutan	BTN	1992	4.945562
Bhutan	BTN	1993	3.647967
Bhutan	BTN	1994	3.83686
Bhutan	BTN	1995	3.032968
Bhutan	BTN	1996	2.232583
Bhutan	BTN	1997	1.280024
Bhutan	BTN	1998	1.97436
Bhutan	BTN	1999	2.276748
Bhutan	BTN	2000	3.065359
Bhutan	BTN	2001	3.14969
Bhutan	BTN	2002	3.069229
Bhutan	BTN	2003	0.787864
Bhutan	BTN	2004	2.307724
Bhutan	BTN	2005	1.658317
Bhutan	BTN	2006	1.33678
Bhutan	BTN	2007	2.05395
Bhutan	BTN	2008	2.60969
Bhutan	BTN	2009	2.293323
Bhutan	BTN	2010	2.267842
Bhutan	BTN	2011	4.485999
Bhutan	BTN	2012	4.576053
Bhutan	BTN	2013	3.292685
Bhutan	BTN	2015	1.614479
Bhutan	BTN	2016	1.200382
Bhutan	BTN	2017	1.7193
Bhutan	BTN	2018	1.180953
Bhutan	BTN	2019	1.042401
Bhutan	BTN	2020	2.459528
Bolivia	BOL	2015	4.896265
Bolivia	BOL	2016	5.700072
Bolivia	BOL	2017	6.53227
Bolivia	BOL	2018	4.945332
Bolivia	BOL	2019	4.219977
Bolivia	BOL	2020	3.493585
Bolivia	BOL	2021	3.49353
Bosnia and Herzegovina	BIH	1990	1.624276
Bosnia and Herzegovina	BIH	2000	2.368789
Bosnia and Herzegovina	BIH	2001	1.95474
Bosnia and Herzegovina	BIH	2002	2.143669
Bosnia and Herzegovina	BIH	2004	1.641378
Bosnia and Herzegovina	BIH	2007	1.646758
Bosnia and Herzegovina	BIH	2008	1.673686
Bosnia and Herzegovina	BIH	2009	1.830959
Bosnia and Herzegovina	BIH	2010	1.469397
Bosnia and Herzegovina	BIH	2011	1.362492
Bosnia and Herzegovina	BIH	2012	1.714578
Bosnia and Herzegovina	BIH	2013	1.271576
Bosnia and Herzegovina	BIH	2014	1.400142
Bosnia and Herzegovina	BIH	2015	1.617331
Bosnia and Herzegovina	BIH	2016	1.292737
Bosnia and Herzegovina	BIH	2017	1.220921
Bosnia and Herzegovina	BIH	2018	1.147015
Bosnia and Herzegovina	BIH	2019	1.249735
Bosnia and Herzegovina	BIH	2020	1.295802
Bosnia and Herzegovina	BIH	2021	0.978311
Botswana	BWA	2001	12.08902
Botswana	BWA	2002	14.2051
Botswana	BWA	2003	17.07845
Botswana	BWA	2004	13.93158
Botswana	BWA	2005	15.37399
Botswana	BWA	2006	13.53241
Botswana	BWA	2007	14.23504
Botswana	BWA	2008	13.99877
Botswana	BWA	2009	14.10446
Botswana	BWA	2010	14.48607
Botswana	BWA	2020	8.678912
Botswana	BWA	2021	10.54696
Brazil	BRA	1990	19.44256
Brazil	BRA	1991	18.35733
Brazil	BRA	1992	16.656
Brazil	BRA	1993	17.68026
Brazil	BRA	1994	18.5435
Brazil	BRA	1995	20.79321
Brazil	BRA	1996	23.42488
Brazil	BRA	1997	24.0331
Brazil	BRA	1998	24.52646
Brazil	BRA	1999	24.73625
Brazil	BRA	2000	25.79976
Brazil	BRA	2001	26.90898
Brazil	BRA	2002	27.54372
Brazil	BRA	2003	27.96047
Brazil	BRA	2004	26.19828
Brazil	BRA	2005	25.47842
Brazil	BRA	2006	26.03793
Brazil	BRA	2007	25.01894
Brazil	BRA	2008	26.02086
Brazil	BRA	2009	26.45571
Brazil	BRA	2010	26.63003
Brazil	BRA	2011	26.35564
Brazil	BRA	2012	28.19714
Brazil	BRA	2013	28.1799
Brazil	BRA	2014	29.35865
Brazil	BRA	2015	28.35641
Brazil	BRA	2016	29.58916
Brazil	BRA	2017	30.59304
Brazil	BRA	2018	26.63601
Brazil	BRA	2019	20.81047
Brazil	BRA	2020	22.38407
British Virgin Islands	VGB	1990	6.403483
British Virgin Islands	VGB	1991	0
British Virgin Islands	VGB	1992	0
British Virgin Islands	VGB	1993	0
British Virgin Islands	VGB	1994	0
British Virgin Islands	VGB	1995	11.31574
British Virgin Islands	VGB	1996	11.03722
British Virgin Islands	VGB	1999	5.105688
British Virgin Islands	VGB	2001	4.841091
British Virgin Islands	VGB	2002	4.697592
British Virgin Islands	VGB	2003	9.09856
British Virgin Islands	VGB	2004	17.60912
British Virgin Islands	VGB	2006	8.222839
Brunei	BRN	1996	2.939294
Brunei	BRN	1997	2.554156
Brunei	BRN	1998	1.249405
Brunei	BRN	1999	1.223075
Brunei	BRN	2000	1.197868
Brunei	BRN	2003	0.847351
Brunei	BRN	2004	0.554846
Brunei	BRN	2005	0.545379
Brunei	BRN	2006	0.804704
Brunei	BRN	2007	0.792082
Brunei	BRN	2008	0.260032
Brunei	BRN	2009	0.768618
Brunei	BRN	2010	0.252492
Brunei	BRN	2011	0.249062
Brunei	BRN	2012	0.983686
Brunei	BRN	2013	0.485788
Bulgaria	BGR	1990	2.589026
Bulgaria	BGR	1991	4.29964
Bulgaria	BGR	1992	5.329617
Bulgaria	BGR	1993	5.690042
Bulgaria	BGR	1994	5.755419
Bulgaria	BGR	1995	5.827135
Bulgaria	BGR	1996	5.213432
Bulgaria	BGR	1997	4.784249
Bulgaria	BGR	1998	4.626635
Bulgaria	BGR	1999	4.006223
Bulgaria	BGR	2000	4.099934
Bulgaria	BGR	2001	3.833296
Bulgaria	BGR	2002	3.197568
Bulgaria	BGR	2003	3.119577
Bulgaria	BGR	2004	3.102227
Bulgaria	BGR	2005	2.546313
Bulgaria	BGR	2006	2.395044
Bulgaria	BGR	2007	2.293033
Bulgaria	BGR	2008	2.241068
Bulgaria	BGR	2009	1.964705
Bulgaria	BGR	2010	1.949351
Bulgaria	BGR	2011	1.696908
Bulgaria	BGR	2012	1.882926
Bulgaria	BGR	2013	1.466795
Bulgaria	BGR	2014	1.519233
Bulgaria	BGR	2015	1.723842
Bulgaria	BGR	2016	1.090261
Bulgaria	BGR	2017	1.434055
Bulgaria	BGR	2018	1.292601
Bulgaria	BGR	2019	1.176882
Bulgaria	BGR	2020	0.988656
Bulgaria	BGR	2021	1.27798
Burundi	BDI	2012	5.104395
Burundi	BDI	2013	5.123366
Burundi	BDI	2014	5.374033
Burundi	BDI	2015	4.297507
Burundi	BDI	2016	5.82391
Cambodia	KHM	1992	4.414391
Cambodia	KHM	1993	5.847582
Cambodia	KHM	1994	2.848721
Cambodia	KHM	1995	3.635688
Cambodia	KHM	1996	4.84681
Cambodia	KHM	1997	2.773023
Cambodia	KHM	1998	6.795739
Cambodia	KHM	1999	4.882761
Cambodia	KHM	2000	4.711672
Cambodia	KHM	2001	3.298701
Cambodia	KHM	2002	3.383279
Cambodia	KHM	2003	3.980384
Cambodia	KHM	2004	3.925826
Cambodia	KHM	2005	3.382004
Cambodia	KHM	2006	2.967848
Cambodia	KHM	2007	2.86552
Cambodia	KHM	2008	2.388143
Cambodia	KHM	2009	2.338274
Cambodia	KHM	2010	2.304447
Cambodia	KHM	2011	1.838906
Cameroon	CMR	2000	3.041428
Cameroon	CMR	2001	4.873089
Cameroon	CMR	2002	6.478559
Cameroon	CMR	2003	6.126819
Cameroon	CMR	2008	4.132698
Cameroon	CMR	2009	6.609979
Cameroon	CMR	2010	5.025647
Cameroon	CMR	2011	4.083355
Cameroon	CMR	2012	4.183964
Cameroon	CMR	2015	3.741421
Cameroon	CMR	2016	3.319047
Cameroon	CMR	2017	4.115904
Cameroon	CMR	2020	4.537376
Canada	CAN	1990	2.375511
Canada	CAN	1991	2.691342
Canada	CAN	1992	2.585753
Canada	CAN	1993	2.183607
Canada	CAN	1994	2.056506
Canada	CAN	1995	2.004137
Canada	CAN	1996	2.142337
Canada	CAN	1997	1.960998
Canada	CAN	1998	1.854382
Canada	CAN	1999	1.773039
Canada	CAN	2000	1.779469
Canada	CAN	2001	1.786938
Canada	CAN	2002	1.858095
Canada	CAN	2003	1.736273
Canada	CAN	2004	1.958531
Canada	CAN	2005	2.061093
Canada	CAN	2006	1.868937
Canada	CAN	2007	1.816663
Canada	CAN	2008	1.848365
Canada	CAN	2009	1.815805
Canada	CAN	2010	1.64
Canada	CAN	2011	1.774293
Canada	CAN	2012	1.582503
Canada	CAN	2013	1.451644
Canada	CAN	2014	1.482858
Canada	CAN	2015	1.709946
Canada	CAN	2016	1.705732
Canada	CAN	2017	1.819209
Canada	CAN	2018	1.787486
Canada	CAN	2019	1.836227
Canada	CAN	2020	2.003236
Canada	CAN	2021	2.06526
Cape Verde	CPV	2003	3.124421
Cape Verde	CPV	2004	4.315811
Cape Verde	CPV	2005	8.928073
Cape Verde	CPV	2006	7.015659
Cape Verde	CPV	2013	10.00111
Cape Verde	CPV	2014	11.90311
